uid,target,NDCG@20,Recall@20,HitRate@20
51784,54573,0.0,0.0,0.0
51812,40927,0.0,0.0,0.0
51980,1142,0.0,0.0,0.0
52048,73730,0.0,0.0,0.0
52053,7765,0.0,0.0,0.0
52154,13770,0.0,0.0,0.0
52171,77162,0.0,0.0,0.0
52195,54663,0.0,0.0,0.0
52311,3000,0.0,0.0,0.0
52472,53177,0.0,0.0,0.0
52611,11585,0.0,0.0,0.0
52693,4456,0.0,0.0,0.0
52752,3349,0.0,0.0,0.0
52805,16334,0.0,0.0,0.0
52893,47330,0.0,0.0,0.0
52909,3440,0.0,0.0,0.0
52953,30735,0.0,0.0,0.0
53077,60870,0.0,0.0,0.0
53105,46619,0.0,0.0,0.0
53263,188,0.0,0.0,0.0
53380,46422,0.0,0.0,0.0
53412,17704,0.0,0.0,0.0
53431,40587,0.0,0.0,0.0
53458,59787,0.0,0.0,0.0
53537,32656,0.0,0.0,0.0
53593,78734,0.0,0.0,0.0
53593,54029,0.0,0.0,0.0
53593,19708,0.0,0.0,0.0
53674,40704,0.0,0.0,0.0
53745,53968,0.0,0.0,0.0
53794,26969,0.0,0.0,0.0
53893,79166,0.0,0.0,0.0
54094,38425,0.0,0.0,0.0
54178,40295,0.0,0.0,0.0
54214,33817,0.0,0.0,0.0
54467,42938,0.0,0.0,0.0
54467,4285,0.0,0.0,0.0
54467,63326,0.0,0.0,0.0
54590,56186,0.0,0.0,0.0
54632,31704,0.0,0.0,0.0
54744,49375,0.0,0.0,0.0
54845,14076,0.0,0.0,0.0
54903,64947,0.0,0.0,0.0
54966,12412,0.0,0.0,0.0
54975,74892,0.0,0.0,0.0
55017,9276,0.0,0.0,0.0
55199,54495,0.0,0.0,0.0
55322,54672,0.0,0.0,0.0
55354,60644,0.0,0.0,0.0
55417,31856,0.0,0.0,0.0
55449,64402,0.0,0.0,0.0
55493,79106,0.0,0.0,0.0
55584,60821,0.0,0.0,0.0
55778,33818,0.0,0.0,0.0
55881,73072,0.0,0.0,0.0
55883,78612,0.0,0.0,0.0
55931,73137,0.0,0.0,0.0
55953,53549,0.0,0.0,0.0
56048,23666,0.0,0.0,0.0
56111,10175,0.0,0.0,0.0
56176,28121,0.0,0.0,0.0
56218,76870,0.0,0.0,0.0
56289,23007,0.0,0.0,0.0
56339,30718,0.0,0.0,0.0
56374,54722,0.0,0.0,0.0
56430,43911,0.0,0.0,0.0
56508,76822,0.0,0.0,0.0
56684,69647,0.0,0.0,0.0
56829,78256,0.0,0.0,0.0
56895,56262,0.0,0.0,0.0
57179,75358,0.0,0.0,0.0
57285,77738,0.0,0.0,0.0
57360,65350,0.0,0.0,0.0
57375,52226,0.0,0.0,0.0
57390,42569,0.0,0.0,0.0
57390,52505,0.0,0.0,0.0
57491,51371,0.0,0.0,0.0
57709,78384,0.0,0.0,0.0
57740,49382,0.0,0.0,0.0
57977,46935,0.0,0.0,0.0
58007,16563,0.43067655807339306,1.0,1.0
58018,3679,0.0,0.0,0.0
58283,37400,0.0,0.0,0.0
58294,40777,0.0,0.0,0.0
58457,70318,0.0,0.0,0.0
58516,10191,0.0,0.0,0.0
58669,78810,0.0,0.0,0.0
58765,59532,0.0,0.0,0.0
58779,16563,0.3333333333333333,1.0,1.0
58805,3847,0.0,0.0,0.0
58827,17002,0.0,0.0,0.0
58827,47850,0.0,0.0,0.0
58851,48623,0.0,0.0,0.0
58951,77362,0.0,0.0,0.0
59278,35904,0.0,0.0,0.0
59291,51135,0.0,0.0,0.0
59367,10079,0.0,0.0,0.0
59467,14329,0.0,0.0,0.0
59601,48388,0.0,0.0,0.0
59805,1653,0.0,0.0,0.0
59856,48848,0.0,0.0,0.0
59983,77778,0.0,0.0,0.0
60055,54679,0.0,0.0,0.0
60062,18447,0.0,0.0,0.0
60214,71011,0.0,0.0,0.0
60218,39047,0.0,0.0,0.0
60277,4226,0.0,0.0,0.0
60507,14558,0.0,0.0,0.0
60839,34073,0.0,0.0,0.0
60882,78363,0.0,0.0,0.0
60947,64892,0.0,0.0,0.0
61017,51942,0.0,0.0,0.0
61114,1828,0.0,0.0,0.0
61271,74245,0.0,0.0,0.0
